case,spd_dif_1min,spd_dif_2min,spd_dif_3min,spd_dif_4min,vol_dif_1min,vol_dif_2min,vol_dif_3min,vol_dif_4min,Weather
0,0,1.18805952,1.150840207,,0,75.52222222,78.70740741,4.155555556,1
0,1.782714483,0.66451469,1.968294429,0.89491787,4.278666667,60.5,8.137037037,2.457333333,0
0,1.094228221,0.412323568,2.112364711,2.013032155,3,59.37037037,63.55555556,3.8,0
0,0.093456589,2.369226119,0.475445229,2.571191754,1.133333333,50.976,48.9037037,10.44,0
0,2.664099431,1.956621398,1.111863035,4.328678133,17.29259259,47.56666667,5.816666667,9.044444444,0
1,14.43419664,0.908936546,1.715815289,3.174962945,7.392592593,47.4537037,10.6922865,3.7375,0
0,0.093003767,2.858987334,0.845903236,1.747880262,3.116666667,45.3375,3.891666667,10.75555556,0
0,2.707665881,2.670829025,8.602042884,1.598721522,34.10833333,38.04583333,6.975,10.27777778,0
0,2.232343347,2.572435677,2.46290014,0,4.891666667,35.90833333,8.988888889,0,0
0,1.639530705,2.331128918,1.849626645,9.181767474,0.866666667,35.6375,3.925,2.483333333,0
1,3.636435372,2.365396772,0.884305271,2.402881636,11.54081633,35.2962963,29.42933333,5.070833333,0
1,3.413014591,7.185391659,7.330108041,9.096898273,30.97592593,35.06133333,3.881481481,8.96875,0
0,7.933171862,3.098690563,0.637160495,1.0193782,8.0125,34.11666667,8.670833333,8.208333333,0
0,5.415603899,2.83065754,0.081875209,3.455163006,12.31111111,33.216,0.4,9.570833333,0
0,2.711443874,4.169972334,6.617895463,4.641320697,40.25185185,33.00533333,10.09166667,20.97083333,1
0,4.777596483,7.056429019,1.717547671,3.492714938,11.75925926,32.73125,5.311111111,10.45208333,0
0,0,0.213466912,1.943741512,5.190475903,38.08333333,32.00740741,2.52962963,17.90925926,0
0,5.537602143,1.999744045,0.596472772,10.75811616,18.7125,32,3.141666667,8.096296296,0
1,4.479620795,2.826733733,1.431693141,2.387966114,12.34166667,29.73981481,12.67083333,7.010666667,0
1,1.509362557,1.673444556,4.131778788,3.53093651,23.20495868,29.41,4.363888889,9.771875,0
0,0.148231857,2.975956598,3.10176843,2.961629247,4.6,28.82,32.58958333,1.616666667,0
0,5.840523952,,9.855372268,12.40400062,5.083333333,28.46851852,4.2625,6.7,0
0,3.970222188,1.929140745,1.283976599,0.429143969,1.714814815,28.45,9.158333333,26.37407407,0
1,2.17790769,1.60123832,1.179661039,0.868429988,20.384,28.17777778,14.548,4.656,0
1,4.329255889,1.88789376,1.563680255,1.329561889,10.98958333,27.53518519,7.964583333,3.835416667,0
0,2.17655847,1.414529757,1.756389632,1.235476322,7.565333333,26.59583333,7.704,3.372,0
1,2.5828698,1.623883519,3.606041878,2.200876198,25.86088154,26.33333333,7.546666667,12.43497942,0
0,0.996337451,3.177658494,2.928039804,1.65234463,8.355555556,25.892,32.77083333,3.75,0
1,2.067431864,3.387626862,3.583112595,1.437277,11.5375,25.33981481,34.06133333,14.43703704,0
1,14.39463604,10.18741532,11.83326418,3.102116402,21.89166667,25.06666667,18.2875,34.848,0
0,1.490183229,4.191162294,2.021458107,1.021908858,7.841666667,24.90133333,7.7125,8.7,0
1,7.126754628,2.837287723,2.945357184,1.977410815,22.52424242,24.394,8.758503401,6.977083333,0
0,0,0.145142905,0.206293706,3.705679486,0,24.25,85.6,0.25,0
0,1.100587705,3.79001139,0,2.193445469,5.1,24,0,5.659259259,1
0,1.587261208,2.151330794,1.476469186,1.092273461,16.97291667,23.77037037,22.42962963,2.162962963,0
0,0,0.732899858,0.986529934,8.375947201,0,23.67407407,5.616666667,20.23333333,0
1,2.333834426,1.813178773,3.814497724,1.755686792,4.979166667,23.56,1.994666667,0.544444444,0
0,0.818782588,2.813259281,1.911342524,2.125235431,5,22.24074074,12.43703704,16.00416667,0
0,5.495671164,1.311819675,0,0,25.51111111,21.70833333,0,0,0
0,0,4.511537966,0.011103969,2.482526206,0,21.44166667,0.425,33.77708333,0
0,12.05048282,1.152000157,1.318751088,1.596784555,0.033333333,21.12592593,19.744,14.31851852,0
0,0.71093206,3.562028086,1.694464177,2.842829649,2.866666667,20.776,10,15.58888889,0
1,5.018685118,2.14773641,2.016357129,2.248400672,29.69166667,20.72517007,1.977777778,3.837333333,0
0,1.900212908,8.17142209,1.138092395,2.292247161,7.870833333,20.37037037,44.83541667,33.68333333,0
1,11.44770685,1.285372037,2.553990652,2.537336428,12.7390625,20.14533333,3.585185185,6.797333333,0
0,0.295025271,0.771259325,,0.364269448,1.1,20.11481481,14.71851852,3.277777778,0
0,0,1.795632171,0.655025341,0,0,19.05833333,7.525925926,0,0
0,0.698532267,0.377432582,1.808415156,2.076485796,6.2375,19.05,7.616666667,6.066666667,0
1,4.063940295,1.017457919,2.157149188,1.730079924,23.58958333,18.82083333,27.90555556,2.907407407,1
0,0.893992588,0.840987842,10.52367988,1.665517244,7.041666667,18.71481481,1.703703704,5.074074074,0
0,0,17.04242684,0,7.763453134,0,18.51666667,0,10.80208333,0
1,13.32775378,1.925720501,3.926789718,8.544437847,13.23333333,18.15,10.58958333,7.437037037,0
0,2.983561542,1.70709603,1.833005979,3.322647327,4.166666667,18.14166667,4.479166667,7.075,0
0,0.711565504,0.842121524,2.072339254,4.632527857,3.216666667,17.69259259,11.11111111,5.585185185,0
0,0.431158032,1.416652411,2.980412571,0,7.15,17.64074074,5.108333333,0,0
1,1.399288984,1.359136422,1.043791425,1.358710466,2.485416667,17.47733333,9.208,0.775,0
0,7.523366786,1.885269979,1.349358425,2.731261603,8.896,16.925,16.98541667,7.516666667,0
1,2.45619221,0.340868367,1.100968568,2.557205657,13.70925926,16.87407407,8.045333333,10.86533333,0
0,1.821698532,1.157664375,0.576672744,1.211906054,3.792592593,16.52916667,3.051851852,5.766666667,0
0,0.704457183,1.919185429,1.987001417,1.399757295,4.807407407,16.39166667,8.785185185,2.714814815,0
1,2.45982742,0.336424973,1.284646685,2.505972012,14.76481481,16.33333333,9.641666667,5.521333333,1
0,0.88026628,1.962129761,1.527371101,1.626221305,9.391666667,16.26296296,0.740740741,5.866666667,1
0,1.862030968,2.945342666,3.781755011,1.83580295,3.562962963,16.15833333,27.9875,3.907407407,1
1,2.839645663,1.381217202,1.567344798,3.019570452,8.841666667,16.12083333,15.22533333,11.78958333,0
0,1.790326713,7.478866966,0.385195068,2.110078106,2.175,16.00833333,5.741666667,33.74,0
1,4.730102247,2.113692713,1.400123516,1.049005484,6.864,15.975,13.45733333,20.40625,0
0,1.828942365,0.721615121,0.271651303,2.701299578,7.762962963,15.97037037,12.22222222,1.525925926,0
1,1.150144062,1.632131352,1.351951912,1.275433154,10.71466667,15.59259259,3.429333333,3.810666667,0
0,2.568465319,7.231233128,2.993788301,0.030107573,14.02962963,15.55555556,12.5,6.988888889,1
0,0.140411151,1.445955515,3.206623894,0.862923575,6.63125,15.47777778,29.412,11.325,0
1,3.1710367,1.512590118,3.382976198,2.919095898,14.56410256,15.23666667,3.063888889,4.111111111,0
0,1.223869598,4.859557049,3.636551129,2.13257684,1.025,15.12708333,0.3,0.744444444,0
0,0.657270796,0.229972696,1.668344555,0,6.1,15.04166667,7,0,0
0,2.311819254,4.41767303,1.811848496,0.490905629,19.94444444,15.01666667,7.792592593,0.988888889,0
0,1.498917201,3.311570877,0,1.93008709,1.183333333,14.92266667,0,5.959259259,0
0,0,8.583715191,12.44506893,1.055221442,0,14.8,11.95866667,18.75833333,0
0,1.431297204,1.418125875,1.303997871,3.191666667,8.054166667,14.61111111,10.94074074,4.633333333,0
0,2.583296384,5.915485198,4.053355596,0.870150692,19.15625,14.1,21.3,19.57,0
1,14.38253408,3.199696907,2.234950164,1.730719596,11.04933333,14.04583333,10.77916667,13.05833333,0
0,1.228961422,1.876554127,2.12432846,0.17023933,1.282666667,14.036,,2.733333333,1
0,1.773495555,1.6414102,1.119099981,0.296601194,6.777777778,13.58333333,6.6625,1.8375,0
0,0.558449052,1.954211241,0,2.349013505,15.2,13.325,0,2.966666667,0
0,1.070724474,1.090120577,3.443034508,2.260566746,1.9,13.30208333,30.31666667,6.25,0
0,0.834926186,1.698151356,3.877524174,2.164414674,3.485416667,13.28518519,24.968,24.28541667,0
0,0.93847548,5.92364625,2.101874743,1.51629882,0.925,13.27291667,4.055555556,3.222222222,0
0,3.405531786,0.983851269,1.739717513,2.023536423,8.318518519,13.25925926,3.059259259,7.375,0
1,2.189091128,2.223927249,1.419523286,2.506775706,4.944444444,12.92789116,10.72708333,4.92,1
0,1.007443937,1.090657263,1.29149311,1.424476072,3.240740741,12.76296296,74.625,6.916666667,0
0,11.8397751,11.07431705,2.608617898,2.008008036,14.76666667,12.73541667,4.2375,42.94166667,0
0,7.778342236,8.668056529,4.870673397,0.029971513,1.9625,12.62592593,15.5962963,1.241666667,0
1,5.802087454,9.506593359,3.753910269,2.650292272,58.81296296,12.62291667,20.959375,18.73263889,0
1,4.751703858,0.836203486,2.484580349,1.624605864,11.70533333,12.6,32.92777778,31.308,0
1,2.957377504,7.129861611,8.575190348,7.248435926,9.375925926,12.52592593,8.278666667,4.485185185,0
0,1.800201571,0.873517194,1.857785528,0.739472643,4.125925926,12.48888889,3.856,6.222222222,0
1,1.432671993,2.592811982,7.840501875,8.986205618,11.89375,12.4625,17.54375,43.15,0
1,1.966629686,1.463965277,0.846741768,4.200824359,7.866666667,12.456,9.883333333,8.3125,0
0,3.038880656,1.131941564,4.159037514,4.324484876,11.925,12.42222222,22.632,25.9125,0
0,8.51608762,4.931858606,1.491560678,4.776476778,6.333333333,12.3962963,8.422222222,55.65,0
0,12.43236239,11.97767518,0.849643701,0.223974653,1.688888889,12.325,4.281481481,3.896296296,0
0,3.546174663,4.183532202,1.535733759,1.450405518,18.54375,12.3,1.416666667,1.866666667,0
0,0.869928745,1.20059028,0.34836173,1.787056664,3.716666667,12.23703704,3.3,6.822222222,0
0,1.363927247,1.549909831,1.963485212,5.995369261,7.418518519,12.12592593,4.416666667,0.725,0
0,2.503902963,0.655940682,4.926694557,0.484160299,6.459259259,12.01666667,26.40208333,6.403703704,0
1,2.127031512,3.133732793,3.6056291,,15.31296296,11.94375,13.66258503,5.650462963,0
0,2.180311518,1.104537453,0.803571695,2.198206067,0.481481481,11.88518519,5.633333333,1.583333333,0
0,3.908063001,2.990945226,1.567913488,2.153958364,22.04791667,11.79444444,3.970833333,3.974666667,0
1,3.356614632,7.961080964,4.305687174,2.693706174,10.20740741,11.79166667,6.666666667,34.84166667,0
0,0.129356252,1.241417393,2.536088037,0.279376708,6.425,11.75,6.998666667,8.816666667,0
0,1.777273364,2.010779816,2.722881613,3.045287841,9.614814815,11.65,6.166666667,7.133333333,0
0,12.60032228,1.525005423,0.89837731,1.615333287,10.81066667,11.53333333,5.2,1.316666667,1
0,0.409011611,2.027947031,1.011126828,1.123467889,7.488888889,11.42592593,8.696296296,1.62962963,1
0,1.582316864,5.519684008,2.494814257,1.239624019,9.0875,11.40208333,2.97037037,5.333333333,0
0,1.616551321,0.568676543,3.172754809,0.712900724,3.2,11.39259259,1.841666667,0.966666667,0
0,0.800173635,1.702242849,1.483882047,3.309807397,4.004166667,11.35555556,1.1,7.866666667,0
0,1.874548791,4.954336407,1.373895769,1.16831524,18.78,11.14583333,9.503703704,23.56296296,0
1,8.085797642,1.337274383,1.216666715,2.785113048,3.483333333,11.10666667,5.636,5.4375,0
0,0.853495886,0.88372558,1.450087948,0.681085202,3.458333333,11.01458333,2.544444444,4.411111111,0
1,11.69768878,2.498956897,1.859933305,2.82097177,7.475,10.97222222,6.431018519,3.45,0
1,2.462206493,9.732776808,6.739232448,2.373453264,7.666666667,10.8875,4.953703704,6.216666667,0
0,6.585150619,0.826732987,0.275943291,4.06715099,8.296296296,10.83703704,11,22.99583333,0
0,1.096921037,2.142060715,2.161347283,1.816202212,2.64,10.83541667,4.025,2.875,0
,11.44296746,7.981967507,1.311983323,5.132985834,4.825925926,10.8,8.577777778,33.63333333,0
0,1.182748075,3.491947124,1.805431877,1.189377193,1.591666667,10.71666667,4.007407407,0.466666667,0
0,3.949903002,1.149429413,2.223153102,0.982521534,13.84166667,10.66041667,29.58,7.196296296,0
1,3.213031281,0.440970033,0.626373717,5.434645533,15.25733333,10.5125,9.508333333,23.65,0
0,9.666604779,1.4262189,0.526532611,1.074590634,11.34166667,10.46666667,12.25555556,20.72222222,0
1,3.925145955,1.123839032,1.672432285,3.359801354,2.103703704,10.44666667,4.104,6.977777778,0
0,0,3.710723569,0,0,0,10.44166667,0,0,0
0,2.657898664,1.283715667,1.911272495,3.930713535,5.159259259,10.38333333,6.65,21.43333333,0
0,9.209963488,4.281422071,0.838238785,1.610665031,8.658333333,10.34814815,29.54074074,3.359259259,0
1,1.922909884,3.777052437,3.888434137,4.426587549,4.149333333,10.20925926,6.645333333,7.206459054,0
1,13.09576461,8.391408828,2.348934477,18.19188361,2.3,10.14166667,7.751851852,12.6,0
0,1.775596001,1.366891825,4.489459809,2.11730638,2.711111111,10.13333333,6.888888889,5.807407407,0
0,3.637795827,2.289449332,3.445493506,0.407255417,12.68888889,10.11111111,7.3125,4.025,0
0,2.739609145,2.673554959,3.253783374,0.526203606,6.674074074,10.075,24.6875,0.2,0
0,2.402928492,2.43671893,3.761768146,4.040024517,3.741666667,10.02291667,5.803703704,36.7,0
0,0.895153662,1.452718303,5.311138327,1.784885818,5.475,10.00740741,26.22,5.940740741,0
1,2.123425972,2.712176687,2.420293774,2.562199735,9.348,10,12.51458333,9.483333333,1
0,1.719273374,2.439278354,2.053795226,0.870028815,7.662962963,9.954666667,9.258333333,13.9,0
0,0,9.37090147,11.16841894,5.390903275,0,9.925925926,4.866666667,14.59259259,0
0,0.875028042,2.043732524,3.887215117,0.766915232,4.791666667,9.907407407,4.379166667,1.7,1
1,8.342996875,6.915767118,1.382220391,2.069369105,14.65333333,9.881333333,1.378666667,1.942666667,1
1,3.193427919,1.7800495,1.790512775,0.63211416,6.802666667,9.879166667,5.401851852,3.979166667,0
0,3.109351938,0.54511641,2.3480902,0,1.777777778,9.844444444,4.325,32.65,0
1,5.976744174,6.303114142,1.08950239,4.171344744,6.166666667,9.805333333,5.066666667,12.05833333,0
0,0.443131098,2.327099671,1.670542423,2.422465965,37.14444444,9.766666667,11.27777778,3.65,0
0,0.946452962,1.739913993,0.60704813,0.128796871,1.8,9.733333333,1.407407407,5.708333333,0
1,1.275611257,0.930706323,2.479513325,13.27163646,3.752083333,9.7125,4.170833333,12.1625,0
0,1.595418232,1.749523846,3.450515339,1.624092915,4.160416667,9.63125,11.725,3.245833333,0
1,2.10979467,2.215371645,1.811946813,3.09375189,8.081632653,9.552,4.069444444,1.16,1
1,11.61549769,10.85097752,12.85523187,9.265409767,2.166666667,9.518518519,10.34166667,9.586666667,0
0,0,6.456150153,10.3562988,3.216231931,0,9.375,8.616666667,40.47083333,0
0,1.142828716,2.30972709,3.368590862,2.916690877,1.37037037,9.325925926,34.208,4.483333333,1
0,1.100585698,1.227981439,1.622535435,1.605160983,4.416666667,9.311111111,21.50833333,3.507407407,0
1,10.28060543,2.937215999,3.071956292,2.231185347,5.8,9.297916667,8.041666667,5.233884298,0
0,1.731390396,3.435378877,1.002265281,1.507127078,24.53333333,9.259259259,,4.318518519,0
0,2.068392721,1.140709412,4.127828982,4.082219075,3.747916667,9.235416667,19.27407407,19.87066667,0
1,5.66654357,4.150630136,4.124482847,7.450291078,31.60946746,9.168518519,6.109895833,34.02386364,0
1,4.657542498,0.448886661,4.305263557,3.670190262,2.541333333,9.160416667,24.14444444,21.95733333,0
0,0.450247493,3.543653298,9.202094979,1.651775587,1.65,9.141666667,16.78888889,30.89866667,0
0,0.692908996,0.926769605,5.023924371,17.57,6.708333333,9.116666667,17.23333333,2.625,0
0,0,0.194397233,2.581030889,0.293367849,0,9.091666667,2.029166667,0.35,0
1,2.770900945,1.024776815,4.078577421,4.449510713,11.80833333,9.085416667,21.87962963,19.088,0
0,2.183391472,,1.241046177,1.368278498,1,9.0625,4.283333333,6.496296296,0
0,2.363882291,0.83907124,1.704430618,2.713599249,8.325,9.041666667,0.75,7.033333333,0
1,3.861343781,2.163189587,3.112062676,2.707340663,4.854666667,9.029166667,6.459670782,5.481255771,0
0,2.692719952,1.078825936,1.744311244,1.987437229,3.57037037,8.966666667,2.68125,2.879166667,0
0,3.465644762,3.428872509,14.40421305,0,5.083333333,8.958333333,3.191666667,0,0
1,17.44664355,2.365276835,4.58212056,2.178232925,6.872,8.938666667,8.670833333,5.441666667,0
0,1.32033624,1.61691898,0.284057505,0.499873624,5.474074074,8.908333333,1.066666667,2,0
0,0.71742757,2.262787203,1.505478682,0.695678056,3.262962963,8.895833333,14.53333333,5.745833333,0
0,2.021867556,1.012969246,0,0.464931731,7.740740741,8.866666667,0,4.166666667,0
1,2.666618536,0.836300867,0.433203387,3.795157491,16.09866667,8.85,5.333333333,19.29444444,0
0,0.177896963,0.379554256,2.016150623,1.418164032,6.991666667,8.808333333,1.211111111,4.3625,0
0,1.494801928,0.790474189,0.37910948,2.724084829,2.085185185,8.785185185,6.451851852,2.918518519,0
1,5.674511358,13.71068789,6.701942744,13.8713754,15.90068027,8.775,4.544444444,7.51875,0
1,2.697998613,1.646277068,1.49512153,3.806737528,8.340740741,8.741666667,4.483333333,15.71944444,0
0,0,1.556488175,,0,0,8.740740741,7.203703704,0,0
0,4.89563312,1.586685771,1.817484748,0,1.3,8.722222222,8.391666667,0,1
0,9.611662901,1.469161569,1.568703933,1.614825484,9.683333333,8.708333333,2.844444444,39.79166667,0
0,0.594395816,2.036842722,1.343862024,0.264408561,11.63333333,8.7,8.4,0.35,0
1,5.76189057,4.262422628,0.576725607,3.506669811,4.288888889,8.693333333,11.55833333,5.608,0
0,2.156361476,2.412907925,2.121022644,1.273857516,7.9,8.670833333,18.36875,2.383333333,0
0,0.220623361,0.609948272,2.988619563,0.479952423,10.24166667,8.658333333,37.8125,5.475,0
1,3.610058471,0.882154005,1.444360794,2.542807541,1.658333333,8.591666667,5.245333333,4.24,0
0,1.018346012,0.78146634,1.39494706,1.609549021,11.73333333,8.575,11.8962963,12.17916667,1
0,2.45920207,0.897948798,,16.6560627,13.2875,8.5,8.2,10.4,0
0,12.83444425,0.131351234,1.60113112,0,3.903703704,8.5,16.01666667,0,1
0,1.069129221,2.364977325,2.235282805,4.084150247,9.777777778,8.5,0.233333333,2.258333333,0
0,1.110898618,1.705270772,1.898913714,1.898141764,1.695833333,8.488888889,1.383333333,3.1375,0
0,3.916435527,4.062960364,3.0437199,1.617578421,13.07708333,8.461333333,3.6,2.340740741,0
1,2.782250417,3.644587738,2.332129944,1.567691569,14.47083333,8.386111111,1.166666667,5.764,0
0,1.305924995,3.761633622,2.385453793,0.689071132,12.29583333,8.364583333,1.44375,13.70833333,0
0,10.68125672,0.274539115,0.535659894,3.007257342,4.037037037,8.355555556,1.2,3.851851852,0
0,2.290686456,1.004442915,1.379875257,1.732490077,7.381481481,8.255555556,1.308333333,14.39259259,1
0,0.588245186,1.084980704,3.575229529,1.863777451,3.033333333,8.225925926,1.95,6.433333333,0
1,2.331829688,2.464995826,8.753614872,6.295414284,7.041666667,8.166666667,3.783333333,9.644444444,0
1,9.802279743,8.620162748,1.549355445,2.334280462,12.48333333,8.152083333,41.26875,51.00555556,0
0,1.867135204,3.043748479,2.747163863,1.535927712,4.68125,8.137333333,2.862962963,1.44375,0
0,1.276727132,7.248654928,5.216234354,2.98232369,7.8,8.088888889,4.55,18.8,0
0,6.503972552,1.926748478,2.378215555,0.143620809,3.133333333,8.083333333,1.5375,1.6,0
0,6.123611705,0.537121339,3.653090415,3.258037596,10.57733333,8.070833333,20.51111111,22.89333333,0
0,6.841422335,1.427322823,0.777974975,4.943193287,7.551851852,8.062962963,4.322222222,27.28,0
0,0.033551834,3.311826475,0,2.053913673,2.166666667,8.041666667,0,18.55833333,0
1,2.260440482,0.551754658,0.738843062,3.231465,16.012,8.029166667,6.475,26.72037037,0
0,1.102884034,1.4675503,2.374262537,2.135893617,1.416666667,8.003703704,0.275,1.925,1
0,0.272098186,4.436877828,3.672337884,3.398946608,2.225,8,33.67083333,48.95,0
1,2.622034804,2.821358574,7.234445873,2.260374783,6.166666667,7.948148148,6.96,4.962962963,0
0,2.43738997,8.673226602,1.679743168,0.819196561,6.962962963,7.904166667,7.514666667,4.266666667,0
1,1.682390689,2.739500867,2.3614311,2.858889651,5.6,7.8,5.644444444,2.8625,0
1,7.141997799,2.44697886,4.278949882,2.806376485,6.868,7.797916667,39.96111111,39.10933333,0
0,0.398733649,0.877648845,1.945992548,1.050910456,5.491666667,7.777777778,5.8,2.933333333,0
0,1.69750362,2.177808116,1.511354362,0.386242168,3.122222222,7.729166667,1.096296296,15.53703704,0
0,2.538775702,0.982454048,4.507999147,1.383203331,0.975,7.703703704,8.7,1,0
0,1.154406999,2.555793672,1.356625056,2.022989765,2.474074074,7.648148148,2.65,3.608333333,0
0,1.210103358,0.960280677,1.321819385,0.519523029,4.759259259,7.641666667,11.7,5.466666667,0
0,2.104055474,1.05208501,1.245560739,0,45.09791667,7.633333333,5.692592593,0,1
1,1.382165959,2.15022774,0.914594744,1.853520562,2.885333333,7.62962963,3.393333333,1.842666667,0
0,1.653680654,0.945257862,3.172633315,1.715781131,5.285185185,7.627083333,13.34791667,5.2,0
0,13.21385431,8.530666605,0.755111283,10.14720137,13.91666667,7.618518519,6.95,8.055555556,1
0,0.580224598,0.458018362,2.337908181,1.311656019,8.2,7.575,5.933333333,4.074074074,1
0,0.686523993,1.433495551,1.687777851,0.817215217,5.422222222,7.555555556,24.53333333,1.375,0
0,0.426605669,0.624950878,1.9424912,0.99340044,3.066666667,7.551851852,5.340740741,10.77037037,0
1,4.754919655,3.185779989,1.056535886,2.626972517,10.16666667,7.493333333,13.35466667,15.21066667,0
0,0.626450493,2.066326392,1.606622799,0,5.76875,7.469333333,8.116666667,0,0
0,0,4.52299501,17.05720298,2.64268078,0,7.42962963,2.15,24.52083333,0
0,2.203861125,12.34,1.222815558,1.322052805,11.78888889,7.4,5.325925926,14.16666667,0
0,2.233318186,2.826466355,0.500803885,0.550455975,7.614666667,7.392592593,7.237037037,2.614814815,0
0,0.667298313,1.244743941,3.480225934,1.240987395,9.688888889,7.348148148,21.2,8.014814815,0
0,0,3.979895833,5.032639356,9.028819728,0,7.333333333,12.26666667,0.066666667,0
1,10.91359539,9.098184283,6.990097689,1.658080797,5.916666667,7.325,3.876,3.456,0
0,4.334303773,1.532100846,0.672885773,1.941797026,7.633333333,7.318518519,18.92592593,2.475,0
0,1.659052257,6.965229686,1.425271698,4.628634178,7.591666667,7.316666667,8.566666667,0.575,1
0,5.438527927,1.270071336,2.230340455,1.282836084,4.045833333,7.308333333,13.7037037,6.555555556,0
0,1.238641097,2.106897305,2.59378677,1.826250486,3.711111111,7.3,6.22962963,5.025,0
0,1.320254508,0.814530333,2.237585992,4.244344889,2.366666667,7.285185185,5.637037037,19.55833333,0
1,2.677588003,1.078607054,2.808422326,1.573790722,5.092708333,7.278666667,5.237333333,0.525,0
0,0.977202024,0.631527947,0.451093129,3.091521585,3.948,7.266666667,2.15,5.464583333,0
0,5.312448222,9.058948203,7.730407791,0.655919295,20.41458333,7.22962963,6.266666667,0.3,0
1,1.336496227,1.267058224,1.305995517,2.409279833,3.478666667,7.217333333,2.836,1.951851852,0
0,0,0.857490371,0.778354605,2.152461928,0,7.2,1.7,3.225,0
0,0.780129181,3.058614973,0.906438821,0.977103412,10.77037037,7.2,3.374074074,45.06041667,0
0,1.294042804,2.246531513,3.51663103,5.7844197,3.355555556,7.166666667,4.3,3.444444444,0
1,6.70233156,9.040512022,9.265522088,6.671535966,7.912,7.155555556,10.74583333,18.98518519,0
0,0.458557706,1.1422719,0.737407852,0.817795548,0.808333333,7.144444444,0.596296296,2.922222222,0
1,4.278045996,5.946342095,3.030818548,1.720381549,35.62685185,7.141152263,17.66258503,13.81898148,0
0,11.79371373,0.97766867,0.83987917,1.900579211,25.05555556,7.125925926,12.99166667,36.4875,0
0,5.369175049,0.577574529,0.596446462,3.158211,2.716666667,7.116666667,4.5,3.488888889,0
1,1.390579375,0.649902722,2.998638608,3.005649398,4.585416667,7.1125,31.03703704,37.19466667,0
0,1.082090573,2.553537966,4.09172374,0.139573579,1.155555556,7.088888889,1.066666667,5.466666667,0
0,3.348509681,3.795925879,4.160567339,1.648463141,11.75466667,7.083673469,5.922222222,4.606666667,0
0,1.652700931,2.177344648,8.779917661,8.276504349,16.01111111,7.070833333,1.281481481,5.133333333,0
0,0.360532481,2.568821576,1.175772469,0.948408531,1.583333333,7.054166667,6.288888889,11.38148148,0
1,3.974617938,1.051218298,1.866536141,0.798399206,15.63066667,7.052,6.111111111,15.53333333,0
1,1.5679664,5.984387827,4.681022455,7.065430328,6.518518519,7.041666667,8.936,5.058333333,0
0,7.717249938,5.318512564,11.29900709,10.95480031,12.87708333,7.037037037,21.925,2.441666667,0
1,5.501334286,1.79560338,3.681068821,3.002251278,11.428,7.004166667,10.85034014,15.71433333,0
