case,spd_dif_1min,spd_dif_2min,spd_dif_3min,spd_dif_4min,vol_dif_1min,vol_dif_2min,vol_dif_3min,vol_dif_4min,Weather
0,1.193055944,0.85359542,1.336643358,2.700828507,8.840740741,6.985185185,8.766666667,18.88,0
0,5.973610538,8.938550758,4.093974264,7.302845072,10.825,6.916666667,3.191666667,5.562962963,0
1,4.736712704,4.464954941,2.058880071,7.012078941,10.57823129,6.916666667,4.218518519,6.544897959,0
0,1.170115179,1.130355957,4.004702195,3.490178076,7.58125,6.9,19.69074074,10.116,0
0,1.821345842,3.472865741,4.565564583,0,3.083333333,6.890666667,2.596296296,0,0
0,0,1.069230279,0.458471159,2.28846892,0,6.888888889,7.792592593,5.774074074,0
0,1.392850283,1.070631517,1.570486631,2.612179482,3.783333333,6.888888889,1.975,6.814814815,0
1,3.049799064,2.558833477,2.259718617,3.114541649,4.951530612,6.8671875,6.258024691,5.645833333,1
0,2.566577587,2.259548751,3.421077274,1.556720663,1.841666667,6.825,3.748148148,0.703703704,0
0,2.541598173,1.429187421,3.184072101,0,6.116666667,6.8,0.158333333,0,0
0,0.988593892,1.9397255,4.188688816,1.190565976,6.727083333,6.792592593,27.33541667,2.166666667,0
0,1.26518762,2.555247536,2.553632337,0,4.829166667,6.779166667,5.8125,0,0
0,0.774243253,0.318163157,1.527958071,3.166589501,12,6.758333333,0.758333333,2,0
0,1.047358028,0.670134756,2.157300801,0.359811117,1.5,6.7125,8.87037037,4.408333333,0
0,6.693638473,1.380686546,5.051797101,5.319165626,7.972916667,6.681481481,22.396,19.5375,0
0,0.894273168,2.562841455,0.664093783,1.411047759,3.781481481,6.674074074,6.491666667,4.175,0
0,3.25595005,2.567547233,0,0.603150257,8.075,6.655555556,0,18.1,0
0,1.348453299,1.853551988,1.342629342,1.242890801,4.758333333,6.633333333,6.866666667,16.08518519,0
0,1.013964335,,2.444435517,0,1.366666667,6.548148148,7.340740741,0,0
1,12.86686642,11.94043184,3.089615751,3.566845474,9.444,6.533333333,9.811111111,10.65555556,1
1,3.307144869,4.562466745,3.10979079,3.807907961,8.856790123,6.464814815,6.449333333,7.011666667,0
0,0.145076273,2.673031712,2.177866873,0.567736415,5.714814815,6.4,6.062962963,0.666666667,0
0,1.204780757,11.44934251,9.031373778,1.46858607,9.207407407,6.377777778,3.225,2.425,0
0,0.803495182,1.805019892,3.658001095,1.88301345,8.407407407,6.32962963,22.32133333,4.533333333,0
0,3.310661558,3.027070432,0,2.815649751,16.125,6.308333333,0,1.722916667,1
0,0.107684096,4.694734833,1.15862034,0.373650633,2.375,6.289333333,2.322222222,11.56296296,0
0,3.442320335,1.496001189,1.617580223,0.608001516,1.561333333,6.285333333,14.75,7.236,0
0,2.209002245,1.194379951,0,1.499426869,8.266666667,6.279166667,0,14.85833333,0
1,2.532193025,1.29998667,0.860974691,2.399647986,10.307,6.27768595,11.45733333,7.728395062,0
1,2.796714099,2.236197629,2.094796836,1.693630721,2.725925926,6.275,8.972916667,4.325925926,0
0,11.35515081,4.092838751,8.838436591,2.308378378,5.491666667,6.258333333,1.674074074,19.45555556,0
1,8.521795396,7.414968276,3.448247071,1.868591291,5.9,6.22962963,8.440740741,0.525925926,0
1,2.246468744,1.433629203,2.479865651,2.23830727,3.979166667,6.214814815,5.1,4.133333333,0
1,,3.366899294,0.794364104,1.20372204,1.312,6.175,11.87733333,1.927083333,0
0,1.401507748,2.055629174,11.47984184,2.485338787,2.745833333,6.155555556,11.24074074,0.990666667,0
0,1.217889884,2.072640325,1.767777598,7.500210074,13.15555556,6.133333333,2.533333333,18.53333333,0
0,1.29845885,0.636945341,2.448845304,0.830428878,1.811111111,6.103703704,4.945333333,1.883333333,0
1,2.032185884,0.764843576,1.197832356,1.716170134,7.4,6.091666667,4.652083333,2.807407407,0
0,0.840742327,1.830653693,3.747964922,4.462037553,2.525,6.079166667,19.86,15.068,0
0,0.784444521,0.574971218,2.492738296,16.04868007,1.966666667,6.033333333,4.266666667,13.9,0
0,0.90441478,0.653670335,2.099982671,2.778427855,5.048148148,5.981481481,6.658333333,3.766666667,0
0,2.9171101,1.830958387,0,0.492492805,3.808333333,5.977333333,0,10.22222222,0
1,2.648632651,1.929179167,3.399614481,2.847119022,5.309375,5.966666667,1.562666667,3.708333333,0
0,1.493830744,1.230569771,4.791045804,5.245450278,2.345833333,5.962962963,12.07291667,11.32592593,0
0,1.972514489,1.955975768,3.488037761,1.182474044,1.903703704,5.95,19.66875,7.15,0
1,2.99101042,0.461860475,1.130668874,4.40556837,13.56533333,5.95,4.408333333,12.2962963,1
0,1.747849393,0.52718229,2.603183075,5.829595124,3.103703704,5.908333333,8.258333333,15.62916667,0
0,0.967607527,0.484417258,1.794260402,2.087288872,9.391666667,5.904166667,1.092592593,4.116666667,0
1,1.793156437,3.09977111,3.338031319,2.452860689,3.133333333,5.881333333,11.80933333,19.30833333,0
0,1.605217647,,1.632029773,5.449883879,6.8,5.866666667,1.625,6.144444444,0
1,2.617153836,2.013836209,2.340971097,1.233707876,9.402666667,5.866666667,5.472,4.077777778,0
0,0,1.158371211,1.964301455,0.741634919,0,5.844444444,21.17777778,11.35,0
0,1.18032125,3.061235647,0.079584027,3.541486006,2.311111111,5.825925926,1.566666667,1.646666667,0
0,1.09365786,1.073854111,1.534681883,1.376582293,5.548148148,5.825925926,4.459259259,4.1375,0
0,0.921523581,0.767238577,1.294762943,1.100790535,3.481481481,5.792592593,11.80833333,5.308333333,0
1,7.195379427,1.973710737,5.255718197,,6.630666667,5.7875,25.97083333,15.78055556,0
0,1.711462139,4.067576254,2.678475571,2.465775441,3.254166667,5.775,6.437037037,3.008333333,0
0,3.446298841,2.152932363,3.041782515,3.457463016,1.483333333,5.722222222,1.716666667,7.179166667,0
0,2.122212163,1.22199869,1.377000096,2.737510699,2.666666667,5.718518519,6.1,5.503703704,0
0,2.373565756,0.067530781,3.538381792,5.244334382,72.825,5.716666667,5.55,2.425,0
1,1.677800525,1.757639045,3.186743093,3.652998457,55.38933333,5.710666667,8.107407407,17.74398672,0
1,2.685419059,2.736859861,2.717111597,1.905369467,5.6,5.645333333,19.74933333,32.06666667,0
0,0.082887537,0.354314884,3.06570609,0.990111866,2.433333333,5.633333333,1.116666667,7.785185185,0
0,3.052485375,1.390337482,2.212193635,6.578636005,69.40416667,5.595833333,8.666666667,18.45167243,0
0,13.7723914,11.61958351,1.569337601,0.870820783,1.05,5.592592593,0.896296296,5.37037037,0
0,2.736811538,2.017281741,2.046507385,0,2.996296296,5.551851852,5.537037037,0,0
1,4.189946137,1.492920569,2.34819313,2.806106108,12.32916667,5.525925926,5.041333333,19.15,0
0,3.849565608,1.287813855,3.086441689,0.626751873,6.214814815,5.508333333,1.795833333,0.416666667,0
0,11.47920756,3.574588232,3.368342029,3.154320024,2.940740741,5.507407407,1.383333333,6.466666667,1
0,0.583704688,9.708450603,1.191391959,1.14860165,13.11851852,5.496296296,5.462962963,6.214814815,0
0,1.460417786,2.93080427,0,0.443371205,5.908333333,5.492,0,20.05,1
1,4.943110445,1.579744322,2.987271135,3.116078673,3.051851852,5.479166667,20.73148148,22.45733333,1
0,0.805967321,1.366529636,0.587619688,1.319143729,8.383333333,5.451851852,4.155555556,0.875,0
0,2.087928722,1.663036805,3.981815724,0,3.096296296,5.450666667,4.541666667,0,0
0,2.075914882,2.232124149,0.56931203,0.926481426,2.322222222,5.44,7.3375,3.741333333,0
0,2.114692139,2.226102677,5.064380497,3.682795679,11.72133333,5.408333333,20.6,21.304,0
0,,1.360137105,0.226635632,3.974741686,2.337037037,5.3625,7.108333333,1.559259259,1
1,15.89903446,7.183974212,2.869872485,2.834398906,4.940740741,5.354666667,2.375,3.613333333,0
0,2.167221225,2.972561731,0.368371493,3.910196018,7.825,5.325,42.74375,32.9,0
1,3.420893988,2.965791243,3.079115715,1.140153735,3.910416667,5.316666667,12.775,4.091666667,0
0,0,0.454859132,1.821946983,2.975666452,0,5.3,4.925,2.833333333,0
0,1.993505073,1.849254887,1.534811515,0,5.407407407,5.288888889,2.148148148,0,0
0,1.718485086,3.593700061,1.118088526,2.46540384,2.758333333,5.285333333,1,7.311111111,0
1,3.106179407,2.612627013,3.52485738,2.024117653,11.73292181,5.269135802,5.91875,10.0436214,0
1,1.222617213,1.496860893,2.841901854,3.327453038,7.775,5.249333333,1.610666667,5.922222222,0
0,2.289302284,8.282719793,2.771323789,2.586068268,2.783333333,5.233333333,5.775,32.98333333,0
0,0.496233762,2.091431835,3.068274844,2.014730047,10.08333333,5.225,1.333333333,7.508333333,0
0,1.938576527,2.464183434,6.352027621,2.341521532,1.4,5.220833333,9.944444444,6.691666667,0
0,1.361424899,2.958179273,0,0.114671448,0,5.214814815,0,5.683333333,0
0,1.383589345,2.186083454,2.206034312,0,5.966666667,5.2,3.491666667,0,1
0,7.972527473,1.130368496,2.825368813,2.047236049,3.2,5.2,7.044444444,7.308,0
1,2.088948051,2.010188606,5.138887649,5.12846087,3.986734694,5.170833333,3.281481481,11.6375,0
1,2.858422352,1.449428804,1.221667064,2.261603667,4.512962963,5.16122449,2.87630854,3.697981771,0
0,4.705935023,3.71144351,0.933997851,0.970330912,1.57037037,5.15,2.108333333,4.144444444,0
1,2.570249401,2.285612269,3.102405193,0.96058417,3.348,5.113333333,17.61866667,32.82222222,0
0,2.02254829,,0.625032729,0.945296114,8.4,5.112,13.25833333,65.43703704,0
0,0.754801198,3.041744135,0,12.89538095,0.808333333,5.111111111,0,1.1,0
0,0.200025852,1.04180712,1.75,0,1.433333333,5.096296296,1,0,0
0,1.404027385,1.171401826,0.636074317,1.610101207,3.691666667,5.092592593,6.955555556,3.216666667,0
0,1.00454954,1.930931035,11.19896527,1.52203565,2.616666667,5.091666667,4.733333333,2.7375,0
0,3.847902887,3.256601724,14.22498699,0,3.654166667,5.077777778,4.333333333,0,1
0,3.549417553,11.04262223,1.149042517,2.932245366,3.041666667,5.037037037,7.503703704,1.718518519,0
0,0.79227432,1.289668355,,2.31144152,9.981481481,5.033333333,4.316666667,3.6,0
0,2.923473412,2.417039814,7.223877314,0,0.362962963,5.029166667,2.416666667,0,0
0,1.390217024,1.05166082,1.376917983,2.058970104,7.674074074,5.025925926,0.996296296,6.103703704,0
0,2.157144395,2.69401005,1.935526262,3.345924842,6.725,4.988888889,18.94074074,3.911111111,0
0,0.520086921,2.917284136,3.434628948,0.18228649,2.048148148,4.985185185,3.941666667,3.85,0
0,2.032783805,0.74529772,0.920187732,4.056677836,8.266666667,4.983333333,7.25,23.53125,0
0,1.293390636,1.115533718,1.513482704,2.483649981,11.18518519,4.97037037,13.65,8.333333333,0
0,1.291906424,0.661712893,1.591583418,0.840382374,2.240740741,4.966666667,3.404166667,1.5,0
1,5.471016445,0.941187166,1.195957793,2.766141898,12.23466667,4.95625,4.739583333,22.16111111,0
0,1.628155111,0.55402096,0.792827929,1.530997665,0.066666667,4.948148148,9.55625,1.754166667,0
1,1.342481672,1.969522805,5.71796467,0.420922096,3.516666667,4.933333333,2.408,3.944444444,0
1,0.68666429,1.97266539,4.115817231,1.669780681,10.91875,4.925,19.71944444,5.3,0
1,9.515964299,1.23128982,1.461913425,1.493523025,5.833333333,4.922666667,5.373333333,24.37083333,0
0,1.398005716,3.234094471,3.670624821,2.927768545,0.083333333,4.848,6.4375,25.98333333,0
0,0.284334492,0.347144431,2.634760349,6.188667536,4.8,4.833333333,0.262962963,21.84444444,0
0,3.478591075,1.991005108,2.623922472,0,0.891666667,4.825925926,9.083333333,0,0
1,5.609211186,1.746929073,2.035908606,2.405761917,4.414583333,4.808333333,13.792,11.09791667,0
0,0.804156194,0.466777842,4.699347036,2.610355713,2.562962963,4.8,19.73333333,3.977777778,0
1,3.480402433,2.595446561,1.985089864,2.636189798,10.96533333,4.794666667,15.40555556,21.42962963,0
1,1.977542499,1.879680619,2.058705871,3.220420466,1.591666667,4.791666667,3.033333333,14.63703704,0
0,23.77785267,2.519565428,1.88706696,0.685058879,17.38333333,4.788888889,3.544444444,2.25,0
1,10.58488242,3.195936616,4.228698084,12.36048709,14.73333333,4.772,7.504166667,16.41466667,0
1,7.852769805,2.967456755,2.896793748,2.487533217,9.605761317,4.761333333,21.16458333,10.92093664,0
1,3.143231058,3.260774722,1.826441105,2.295087517,7.516666667,4.759259259,8.525,7.004166667,0
0,0,1.981821794,0.300046865,0,0,4.755555556,6.855555556,0,0
1,3.083525043,4.123562844,4.422015473,0.557284334,6.106666667,4.633333333,19.44,14.38125,0
0,0.891763264,1.093501303,0.572183711,3.278712526,1.3,4.625,7.9,6.792592593,0
1,3.990261713,2.10464878,2.133595176,0.985591724,4.86,4.621333333,3.1125,1.718518519,0
0,2.749495295,2.425418345,0,3.741720961,4.221333333,4.592592593,0,0.925925926,0
0,1.004583935,3.01836219,0.485221854,0,1.503703704,4.591666667,11.8,0,0
0,0,8.123412542,1.177180807,2.603224308,0,4.570833333,6.455555556,3.637037037,0
0,1.567397307,1.289487813,1.876437186,0.539349288,4.285416667,4.533333333,9.252,10.075,0
0,1.384493392,6.897493453,0.847834212,1.741411505,0.558333333,4.529166667,1.2,0.685185185,0
1,2.503750124,1.25288487,0.840722785,1.831837079,9.341333333,4.520833333,4.4375,4.592,0
0,1.118333421,1.933329967,2.356744084,3.521332428,2.633333333,4.514666667,7.966666667,23.78333333,0
1,1.873919257,2.034444826,1.194372628,1.744233447,6.16,4.512,9.674074074,15.31733333,1
0,0.024324281,3.248786254,0.224417704,0.032807875,6.533333333,4.502083333,2.166666667,20.93333333,0
0,3.200263208,1.118148164,0.192536765,1.116663184,4.8,4.474074074,8.783333333,15.94074074,1
0,1.188969863,0.33965757,0.834913257,2.040609003,0.233333333,4.466666667,8.166666667,12.83333333,0
0,2.716719123,0.932299176,3.434615479,4.308111578,3.814666667,4.466666667,9.775,6.107407407,0
0,1.5,0.65314157,1.115394328,2.237008665,2.341666667,4.462962963,2.083333333,0.946666667,1
1,3.525432998,8.252642325,2.233465887,2.727654868,1.717333333,4.455555556,6.398666667,5.188333333,0
1,2.837264708,1.599609252,3.694446176,3.730002639,7.498071625,4.454166667,5.536111111,5.57,0
0,1.211109078,0.533722527,2.049831775,1.797428272,10.125,4.45,3.796296296,7.25,0
0,0,2.706956462,1.866860661,1.312822434,0,4.433333333,2.979166667,0.488888889,0
0,1.379200987,3.947777903,0.876254219,0.390529294,4.279166667,4.425925926,4.625925926,8.425,0
0,2.24764698,0.986399839,2.829925163,7.195831298,4.920833333,4.411111111,4.929166667,3.992592593,0
0,13.14157991,1.041284838,8.338608975,1.718431372,4.57037037,4.403703704,6.347916667,1.4375,0
1,9.875564825,6.443317597,2.035195943,3.381629324,19.0375,4.391666667,7.785185185,28.64444444,0
0,1.391200113,1.228752492,0.042219062,2.058249029,0.925,4.391666667,1.666666667,2.322222222,0
0,2.819552652,0.985561842,1.266453526,1.92979053,5.066666667,4.385185185,3.896296296,4.577777778,0
0,3.718389258,4.802894472,0.313311696,1.441841845,17.275,4.369333333,3.862962963,59.18541667,0
1,3.438844132,2.94449085,3.329451439,2.167819493,2.289455782,4.362962963,5.947222222,1.672916667,0
0,0.896738908,1.453043262,2.510958474,2.042870597,2.1,4.314814815,12.02083333,1.8,0
0,2.575306517,1.849991632,0.414947305,1.060562789,0.15,4.3,10.25925926,4.216666667,0
1,3.497854438,2.95689366,3.504588646,1.93855904,2.928,4.291666667,2.875,3.376,0
0,0.292696937,3.126253435,0.741307941,0.818870932,,4.272916667,2.316666667,70.58148148,0
0,0,0.985791586,1.967369429,0,0,4.210416667,2.875,0,0
0,3.073076294,2.171466331,0.562994119,0.074037858,10.65185185,4.2,21.20625,1.8,0
0,1.653793903,1.510613503,0.432118107,5.481394246,12.568,4.196296296,0.940740741,14.51466667,0
0,0.752315712,2.621410635,0.966215207,2.198925779,2.416666667,4.162962963,2.8,67.4,0
1,2.855928609,4.292264931,3.853829137,2.977506815,5.439351852,4.155729167,5.875,4.156,0
0,17.50633425,3.121356797,0,0.846533317,11.75925926,4.1375,0,21.525,0
0,3.121441126,3.82458831,1.317952564,1.413712747,2.909333333,4.137037037,4.562962963,3.579166667,0
0,2.956845438,0.97791346,1.808268948,0.07381718,5.603703704,4.133333333,4.166666667,2.783333333,0
1,2.061815326,0.82032466,1.534877148,3.668550018,8.683333333,4.120833333,3.516666667,15.31388889,0
0,2.098911451,0.674173416,2.015261686,4.986744488,10.688,4.1125,4.083333333,17.02037037,0
0,2.142228133,2.024358668,3.601290338,2.54262644,9.314666667,4.108333333,23.61666667,22.72266667,0
0,0.70332974,1.391038372,4.973622204,1.85027616,7.616666667,4.108333333,18.41666667,5.518518519,0
0,2.677645292,0.948070725,0.75567198,3.629293003,8.225,4.103703704,4.22962963,16.06933333,0
0,32.34,1.044047736,1.940694923,2.63792579,14.45185185,4.088888889,45.7875,31.25733333,0
0,0.875176375,1.054949074,2.643590602,0.360132293,4.422222222,4.070833333,14.18148148,1.258333333,0
0,1.348634142,0.812872575,0,1.997390998,3.037037037,4.05,0,1.016666667,0
0,1.89346105,1.924821514,2.79064994,0,1.366666667,4.041666667,14.8625,0,0
0,0.396587901,1.045512703,2.193519202,2.096066471,0.425,4.022222222,1.544444444,2.283333333,0
0,2.556877363,3.136133486,0.430081936,1.168449758,1.796,4.007407407,5,4.714814815,0
1,2.522996649,1.818508001,2.190604572,3.394020043,36.50092593,3.997916667,8.945833333,18.58909394,0
0,9.587449436,1.539869589,3.436563817,2.986015988,5.233333333,3.981481481,4.788888889,5.202083333,0
1,0.643777916,1.117576943,1.091896049,5.402424371,2.217333333,3.964,1.614583333,4.291666667,0
0,0.875446963,0.641488323,0.6505209,1.835695205,2.933333333,3.958333333,5.7,4.303703704,0
1,2.28955504,3.743861274,2.511921212,3.142519647,3.692592593,3.934666667,7.793333333,4.003703704,0
0,1.985205808,1.61690738,4.263122331,1.583521174,8.22962963,3.933333333,17.816,5.335416667,0
0,8.873030199,1.921361899,3.648638783,,3.675,3.925925926,4.303703704,5.081481481,0
0,4.294717866,0.520892217,0.385592484,0.650347921,4.752,3.925,9.9,4.75,0
1,1.040218584,0.798278651,1.915012171,1.115940177,4.116666667,3.913333333,6.654166667,12.07222222,0
0,0.592566791,0.789771287,1.07961698,1.047911416,1.175,3.907407407,0.581481481,0.575,0
0,4.54293297,3.789854353,3.024510798,1.314500177,5.35625,3.890740741,9.866666667,8.296296296,1
1,2.370056744,2.213838057,0.911692765,0.801681326,11.50133333,3.875,5.233333333,10.9375,1
1,0.409650289,0.85866473,1.640989871,2.846463798,9.329166667,3.858333333,6.05,4.440740741,0
0,2.557471324,1.202357407,2.375036591,0,1.859259259,3.854166667,6.851851852,0,0
0,2.246348705,1.975741856,3.597751237,0.004540794,1.792,3.854166667,17.04166667,2.891666667,0
0,0.451185332,1.348142995,11.89542407,7.81786398,1.366666667,3.851851852,5.377777778,1.034666667,0
1,1.67281418,0.777785875,0.724071961,,2.258333333,3.850666667,3.7,16.916,0
0,10.18405561,2.025140574,0,0.289420667,13.51458333,3.8375,0,12.56666667,0
0,0,3.16399067,5.240419548,0.947936608,0,3.825,2.883333333,4.733333333,0
0,0.522548485,0.597942198,2.773109993,4.749195691,1.983333333,3.822222222,2,1.066666667,0
0,0.71430915,1.151464204,2.53775105,3.785777923,2.2375,3.816666667,3.133333333,0.925,0
0,3.039943655,3.9351355,0.721460624,1.260747354,2.654666667,3.795833333,2.007407407,2.214814815,1
1,9.662243434,0.699990454,1.447173609,2.471970674,4.805333333,3.791666667,2.301851852,4.622916667,0
0,2.772706127,0.327557675,1.234053169,1.729638109,,3.781481481,1.25,5.933333333,0
0,0.488385833,0.793985117,1.124785441,,6.766666667,3.774074074,2.491666667,8.3375,0
0,1.334392387,0.662129623,1.053795358,1.352102126,10.25925926,3.75,8.633333333,5.875,0
1,7.328151194,0.828197792,1.221663975,1.959633681,4.691666667,3.745833333,3.854666667,8.145333333,0
0,0.07639315,2.468584529,6.519863133,2.910050355,0.716666667,3.733333333,7.451851852,20.83333333,0
0,2.13878937,0.749168478,0.525107431,4.138692613,17.78666667,3.729166667,10.52916667,14.78981481,0
0,2.673280819,3.347597704,1.252350209,0,3.166666667,3.716666667,4.037037037,0,0
0,0.636631082,0.841479974,3.721724296,3.370717538,6.744444444,3.716666667,39.04375,48.68266667,0
0,0.726341515,0.815818049,0.989658713,1.937323272,11.65,3.7125,2.35,7.3,0
0,8.189874586,11.17728568,1.672704974,3.214888693,0.388888889,3.696296296,4.777777778,1.455555556,0
0,2.016777432,3.355317567,0.446929388,1.750383975,2.434666667,3.6875,2.133333333,3.514814815,0
0,17.2898171,2.33893893,3.554439991,0.086232526,9.837037037,3.681481481,3.133333333,22.81666667,0
0,6.803638493,0.799459266,4.44115258,3.483219495,8.810666667,3.654166667,22.58148148,20.24133333,0
0,1.288078754,1.525252654,3.007081734,0.743299444,4.495833333,3.644444444,1.392592593,4.355555556,0
0,1.531568293,1.768518597,0.365099081,2.803495716,0.2,3.640740741,1.25,5.785416667,0
0,1.769391698,2.555139803,1.713280657,1.9283847,3.466666667,3.633333333,0.607407407,2.516666667,0
0,3.491682339,8.867389958,0,4.436935749,5.411111111,3.633333333,0,6.583333333,0
0,1.519457523,0.387235586,0.449068532,3.163355568,1.025,3.625925926,7.688888889,1.133333333,0
0,1.758334862,3.239075791,0.83047859,1.483365352,6.691666667,3.614814815,5.155555556,3.592592593,0
0,2.347630791,2.050169467,2.788990851,0.762374008,6.5125,3.596296296,7.854166667,1.844444444,0
0,2.389363356,1.55857025,1.792354873,3.224800066,0.45,3.575,3.829333333,21.16666667,0
0,2.498038891,3.147378745,0,0.505258963,2.751851852,3.554166667,0,5.374666667,1
0,2.77011798,0.155222763,0.000121521,3.973554368,4.240740741,3.55,0,16.4375,0
0,0,2.277755205,1.250201481,1.888693591,0,3.541666667,1.891666667,0.374074074,0
0,0.130344508,1.191832859,2.711548772,1.54648763,2.566666667,3.516666667,2.366666667,7.288888889,0
0,0.978889704,0.277551644,0.802318898,3.654668341,12.65866667,3.50625,2.045833333,17.78333333,0
0,19.87,2.25818891,1.607835917,1.444836134,1.575,3.503703704,0.625,0.5,0
0,6.791031162,0.454974919,3.386574177,2.240886496,1.637037037,3.5,10.85,7.433333333,0
0,1.759199057,2.213716096,9.124933485,3.973030718,7.50625,3.489583333,1.877777778,0.45,0
0,2.935802446,2.427758152,2.906840825,3.131772319,6.266666667,3.481481481,3.483333333,32.65,0
1,8.842300727,1.514748899,3.203159254,3.038009876,10.712,3.477083333,37.79791667,26.44,1
0,1.148780284,1.453419432,13.44462103,0.103409091,5.837037037,3.470833333,2.9,2.9,0
0,0,1.88985268,2.873747871,0.243790284,0,3.466666667,2.664,0.216666667,0
0,0.57864832,0.287801639,8.981246106,3.651356332,1.396296296,3.466666667,1.835416667,3.414814815,0
0,2.696139197,4.042761793,1.433464953,1.899839769,4.270833333,3.4625,1.477777778,0.8875,0
0,,2.15233766,2.658517207,5.944333558,2.422222222,3.4625,6.025,19.175,0
0,0,15.02998556,4.151036988,0.433083713,0,3.441666667,3.741666667,3.166666667,0
0,4.093632462,1.325252228,0.444392667,1.257277232,3.45,3.437037037,9.4,11.41111111,0
0,1.430888959,2.624803605,2.785659289,0.272950619,6.2,3.4,4.744444444,0.283333333,0
0,3.152058638,1.938668013,3.440371721,2.983931074,4.229166667,3.374074074,0.581481481,7.475,0
0,1.095655972,0.698070538,1.698095024,0.15026286,10.45185185,3.3375,6.925,2.45,0
0,1.995199314,1.457594828,1.046174799,1.253971795,7.070833333,3.337037037,5.779166667,24.86666667,0
0,4.462539482,3.942743213,1.156733417,0.277580719,4.622222222,3.325,8.659259259,33.23333333,0
0,12.28577614,2.215662611,0.889258414,1.28813307,2.483333333,3.302083333,4.75,26.19166667,0
0,0,1.530774789,0,3.156024493,0,3.291666667,0,0.488888889,0
1,2.960223715,3.049229109,5.328587527,1.850279442,3.82,3.289333333,16.004,22.64074074,0
0,12.67103564,4.987440313,3.650315171,2.215624536,2.062962963,3.288888889,3.9,13.25,0
0,2.696093057,2.882676342,2.6463445,2.536807665,6.862962963,3.266666667,6.345833333,12.65185185,0
0,0,5.412078137,13.29853695,2.40990725,0,3.233333333,12.4,4.737037037,0
0,2.986467409,1.358856265,1.63552162,1.187736316,1.696,3.225,10.525,13.6,0
0,0.685914688,0.896145129,2.023988122,3.261821045,6.022222222,3.166666667,2.955555556,26.016,0
0,1.668375777,1.48103008,1.329937004,0.522138424,2,3.158333333,1.322916667,0.644444444,0
0,0.458335757,0.414280545,0.288440637,3.609260493,2.808333333,3.151851852,7.959259259,1.55,0
0,5.102221124,8.293269478,4.925383788,0,2.214814815,3.1,4.311111111,0,0
1,2.594392448,0.273646151,1.614285382,2.311907486,8.803703704,3.1,7.58125,24.54444444,0
0,2.145842578,1.992616321,0.902426492,0.547372257,1.666666667,3.098666667,2.9875,26.00833333,1
0,0.897659842,1.053055387,0.541379945,1.027328027,2.425,3.075,2.544444444,2.37037037,1
1,7.418776241,1.272183643,1.756193469,0.579463034,1.222916667,3.044444444,12.66666667,1.9875,0
0,4.586244361,3.419048399,2.043847223,2.30620086,4.222222222,3.027083333,3.00625,26.025,0
1,4.491268585,1.640236741,1.442327593,3.206325134,3.174358974,3.020833333,5.555782313,3.925,1
